stage,dataset,config,judge,judge_raw,judge_model,interaction_id,file,overall,average,CAC,EPC,AR,TRA,ACQ
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_186,KMI_S1_gemini_judgments.jsonl,1.6,1.6,2.0,1.5,2.0,1.5,1.0
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_994,KMI_S1_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_738,KMI_S1_gemini_judgments.jsonl,2.5,2.5,2.0,4.5,2.0,2.5,1.5
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_57,KMI_S1_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_297,KMI_S1_gemini_judgments.jsonl,1.8,1.8,2.0,2.0,1.5,2.0,1.5
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_484,KMI_S1_gemini_judgments.jsonl,2.5,2.5,2.5,4.5,2.0,2.0,1.5
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_190,KMI_S1_gemini_judgments.jsonl,2.2,2.2,2.0,4.0,1.5,2.0,1.5
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_342,KMI_S1_gemini_judgments.jsonl,1.7,1.7,1.5,2.5,1.5,1.5,1.5
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_710,KMI_S1_gemini_judgments.jsonl,2.5,2.5,2.0,4.5,2.0,2.5,1.5
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_437,KMI_S1_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S1,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_260,KMI_S1_gemini_judgments.jsonl,2.8,2.8,2.5,4.5,2.0,3.0,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_225,KMI_S1_gpt_judgments.jsonl,2.9,2.9,3.0,4.0,2.5,2.5,2.5
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_198,KMI_S1_gpt_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.0,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_295,KMI_S1_gpt_judgments.jsonl,2.9,2.9,3.0,4.0,2.5,2.5,2.5
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_703,KMI_S1_gpt_judgments.jsonl,2.4,2.4,2.5,3.0,2.0,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_575,KMI_S1_gpt_judgments.jsonl,2.5,2.5,2.5,3.5,2.0,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_224,KMI_S1_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_823,KMI_S1_gpt_judgments.jsonl,2.5,2.5,2.5,3.5,2.0,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_932,KMI_S1_gpt_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.0,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_784,KMI_S1_gpt_judgments.jsonl,2.6,2.6,2.5,3.5,2.5,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_186,KMI_S1_gpt_judgments.jsonl,2.6,2.6,3.0,3.0,2.5,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_994,KMI_S1_gpt_judgments.jsonl,2.4,2.4,2.5,4.0,2.0,2.0,1.5
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_738,KMI_S1_gpt_judgments.jsonl,3.0,3.0,3.0,4.0,2.5,3.0,2.5
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_57,KMI_S1_gpt_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.0,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_297,KMI_S1_gpt_judgments.jsonl,2.8,2.8,3.0,4.0,2.5,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_484,KMI_S1_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_190,KMI_S1_gpt_judgments.jsonl,2.5,2.5,2.5,3.5,2.0,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_342,KMI_S1_gpt_judgments.jsonl,2.95,2.95,3.0,4.0,3.0,2.75,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_710,KMI_S1_gpt_judgments.jsonl,2.8,2.8,3.0,4.0,2.5,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_437,KMI_S1_gpt_judgments.jsonl,2.7,2.7,3.0,3.5,2.5,2.5,2.0
20,kmi,S1,gpt,gpt,gpt-5.1,kmi_260,KMI_S1_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_225,KMI_S1_qwen_thinking_judgments.jsonl,2.0,2.0,2.0,3.0,2.0,2.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_198,KMI_S1_qwen_thinking_judgments.jsonl,1.45,1.45,1.5,1.75,1.25,1.5,1.25
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_295,KMI_S1_qwen_thinking_judgments.jsonl,2.1,2.1,2.25,3.75,1.75,1.5,1.25
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_703,KMI_S1_qwen_thinking_judgments.jsonl,1.9,1.9,1.75,2.5,1.75,1.75,1.75
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_575,KMI_S1_qwen_thinking_judgments.jsonl,1.6,1.6,1.5,2.5,1.5,1.5,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_224,KMI_S1_qwen_thinking_judgments.jsonl,2.55,2.55,2.75,3.25,2.5,2.5,1.75
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_823,KMI_S1_qwen_thinking_judgments.jsonl,1.6,1.6,2.0,3.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_932,KMI_S1_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_784,KMI_S1_qwen_thinking_judgments.jsonl,1.5,1.5,1.5,1.5,1.5,1.5,1.5
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_186,KMI_S1_qwen_thinking_judgments.jsonl,1.2,1.2,1.0,2.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_994,KMI_S1_qwen_thinking_judgments.jsonl,1.75,1.75,1.75,2.25,1.5,1.75,1.5
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_738,KMI_S1_qwen_thinking_judgments.jsonl,1.8,1.8,1.0,3.0,2.0,2.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_57,KMI_S1_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_297,KMI_S1_qwen_thinking_judgments.jsonl,1.4,1.4,2.0,2.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_484,KMI_S1_qwen_thinking_judgments.jsonl,1.8,1.8,2.0,3.0,1.0,2.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_190,KMI_S1_qwen_thinking_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_342,KMI_S1_qwen_thinking_judgments.jsonl,1.4,1.4,2.0,2.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_710,KMI_S1_qwen_thinking_judgments.jsonl,2.0,2.0,2.0,3.5,1.5,1.5,1.5
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_437,KMI_S1_qwen_thinking_judgments.jsonl,1.2,1.2,1.0,2.0,1.0,1.0,1.0
20,kmi,S1,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_260,KMI_S1_qwen_thinking_judgments.jsonl,2.4,2.4,2.25,3.75,2.0,2.25,1.75
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_225,KMI_S2_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_198,KMI_S2_claude_judgments.jsonl,2.1,2.1,2.0,3.0,2.0,2.0,1.5
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_295,KMI_S2_claude_judgments.jsonl,2.6,2.6,2.5,3.5,2.5,2.5,2.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_703,KMI_S2_claude_judgments.jsonl,1.8,1.8,1.5,2.5,1.5,2.0,1.5
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_575,KMI_S2_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_224,KMI_S2_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_823,KMI_S2_claude_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.0,2.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_932,KMI_S2_claude_judgments.jsonl,2.7,2.7,2.0,3.5,2.0,3.0,3.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_784,KMI_S2_claude_judgments.jsonl,2.4,2.4,2.0,3.5,2.0,2.5,2.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_186,KMI_S2_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_994,KMI_S2_claude_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.0,2.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_738,KMI_S2_claude_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_57,KMI_S2_claude_judgments.jsonl,1.9,1.9,1.5,3.0,1.5,2.0,1.5
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_297,KMI_S2_claude_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_484,KMI_S2_claude_judgments.jsonl,2.4,2.4,2.0,3.5,2.5,2.5,1.5
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_190,KMI_S2_claude_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_342,KMI_S2_claude_judgments.jsonl,2.1,2.1,2.0,3.0,2.0,2.0,1.5
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_710,KMI_S2_claude_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.0,2.0
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_437,KMI_S2_claude_judgments.jsonl,2.1,2.1,2.0,3.0,2.0,2.0,1.5
20,kmi,S2,claude,claude,anthropic/claude-sonnet-4-6,kmi_260,KMI_S2_claude_judgments.jsonl,2.4,2.4,2.0,3.5,2.0,2.5,2.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_225,KMI_S2_gemini_judgments.jsonl,2.1,2.1,2.0,3.5,1.5,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_198,KMI_S2_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_295,KMI_S2_gemini_judgments.jsonl,2.4,2.4,2.0,4.5,2.0,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_703,KMI_S2_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_575,KMI_S2_gemini_judgments.jsonl,2.2,2.2,1.5,4.0,2.0,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_224,KMI_S2_gemini_judgments.jsonl,2.2,2.2,2.0,3.5,2.0,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_823,KMI_S2_gemini_judgments.jsonl,2.3,2.3,2.0,4.0,2.0,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_932,KMI_S2_gemini_judgments.jsonl,1.7,1.7,1.0,4.0,1.0,1.5,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_784,KMI_S2_gemini_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_186,KMI_S2_gemini_judgments.jsonl,2.7,2.7,2.5,4.0,2.5,2.5,2.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_994,KMI_S2_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_738,KMI_S2_gemini_judgments.jsonl,2.3,2.3,2.0,4.0,2.0,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_57,KMI_S2_gemini_judgments.jsonl,1.7,1.7,1.0,3.5,1.5,1.5,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_297,KMI_S2_gemini_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_484,KMI_S2_gemini_judgments.jsonl,2.3,2.3,2.0,4.0,2.0,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_190,KMI_S2_gemini_judgments.jsonl,2.0,2.0,1.5,3.5,1.5,2.0,1.5
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_342,KMI_S2_gemini_judgments.jsonl,1.8,1.8,1.5,3.5,1.5,1.5,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_710,KMI_S2_gemini_judgments.jsonl,2.0,2.0,1.5,4.0,1.5,2.0,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_437,KMI_S2_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S2,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_260,KMI_S2_gemini_judgments.jsonl,2.4,2.4,2.5,3.5,2.0,2.5,1.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_225,KMI_S2_gpt_judgments.jsonl,3.0,3.0,2.75,3.75,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_198,KMI_S2_gpt_judgments.jsonl,2.9,2.9,2.75,3.75,2.75,2.75,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_295,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_703,KMI_S2_gpt_judgments.jsonl,2.95,2.95,2.5,4.0,3.0,2.75,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_575,KMI_S2_gpt_judgments.jsonl,2.8,2.8,2.0,4.0,3.0,3.0,2.0
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_224,KMI_S2_gpt_judgments.jsonl,3.2,3.2,3.0,4.0,3.0,3.0,3.0
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_823,KMI_S2_gpt_judgments.jsonl,2.7,2.7,2.0,4.0,2.5,2.75,2.25
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_932,KMI_S2_gpt_judgments.jsonl,2.5,2.5,2.0,4.0,2.0,2.5,2.0
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_784,KMI_S2_gpt_judgments.jsonl,3.2,3.2,3.0,4.0,3.0,3.0,3.0
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_186,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_994,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_738,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_57,KMI_S2_gpt_judgments.jsonl,2.8,2.8,2.0,4.0,3.0,3.0,2.0
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_297,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_484,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_190,KMI_S2_gpt_judgments.jsonl,2.6,2.6,2.0,3.5,2.5,2.5,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_342,KMI_S2_gpt_judgments.jsonl,2.9,2.9,2.5,4.0,3.0,3.0,2.0
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_710,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_437,KMI_S2_gpt_judgments.jsonl,2.6,2.6,2.0,4.0,2.0,3.0,2.0
20,kmi,S2,gpt,gpt,gpt-5.1,kmi_260,KMI_S2_gpt_judgments.jsonl,3.1,3.1,3.0,4.0,3.0,3.0,2.5
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_225,KMI_S2_qwen_thinking_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_198,KMI_S2_qwen_thinking_judgments.jsonl,1.8,1.8,2.0,3.0,1.5,1.5,1.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_295,KMI_S2_qwen_thinking_judgments.jsonl,1.9,1.9,2.0,3.5,1.5,1.5,1.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_703,KMI_S2_qwen_thinking_judgments.jsonl,2.0,2.0,2.5,2.0,2.0,2.0,1.5
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_575,KMI_S2_qwen_thinking_judgments.jsonl,2.0,2.0,1.5,3.5,1.75,1.75,1.5
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_224,KMI_S2_qwen_thinking_judgments.jsonl,2.6,2.6,2.75,3.5,2.5,2.5,1.75
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_823,KMI_S2_qwen_thinking_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_932,KMI_S2_qwen_thinking_judgments.jsonl,1.6,1.6,2.0,2.0,1.0,1.0,2.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_784,KMI_S2_qwen_thinking_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_186,KMI_S2_qwen_thinking_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_994,KMI_S2_qwen_thinking_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_738,KMI_S2_qwen_thinking_judgments.jsonl,2.95,2.95,2.75,3.75,2.75,2.75,2.75
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_57,KMI_S2_qwen_thinking_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.5,2.5
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_297,KMI_S2_qwen_thinking_judgments.jsonl,1.2,1.2,1.0,2.0,1.0,1.0,1.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_484,KMI_S2_qwen_thinking_judgments.jsonl,3.2,3.2,3.25,3.75,3.25,3.25,2.5
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_190,KMI_S2_qwen_thinking_judgments.jsonl,2.85,2.85,2.75,3.5,3.0,2.75,2.25
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_342,KMI_S2_qwen_thinking_judgments.jsonl,1.5,1.5,1.5,2.0,1.5,1.5,1.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_710,KMI_S2_qwen_thinking_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_437,KMI_S2_qwen_thinking_judgments.jsonl,1.2,1.2,1.0,2.0,1.0,1.0,1.0
20,kmi,S2,qwen,qwen_thinking,openai/qwen3-235b-a22b-thinking-2507,kmi_260,KMI_S2_qwen_thinking_judgments.jsonl,3.0,3.0,3.0,3.0,3.0,3.0,3.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_225,KMI_S3_claude_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_198,KMI_S3_claude_judgments.jsonl,2.1,2.1,2.0,3.0,2.0,2.0,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_295,KMI_S3_claude_judgments.jsonl,2.7,2.7,2.5,3.5,2.5,3.0,2.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_703,KMI_S3_claude_judgments.jsonl,2.2,2.2,2.0,3.0,2.0,2.5,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_575,KMI_S3_claude_judgments.jsonl,2.7,2.7,2.5,3.5,2.5,3.0,2.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_224,KMI_S3_claude_judgments.jsonl,2.8,2.8,2.5,3.5,2.5,3.0,2.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_823,KMI_S3_claude_judgments.jsonl,2.1,2.1,2.0,3.0,2.0,2.0,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_932,KMI_S3_claude_judgments.jsonl,2.2,2.2,2.0,3.5,1.5,2.5,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_784,KMI_S3_claude_judgments.jsonl,2.6,2.6,2.5,3.5,2.5,2.5,2.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_186,KMI_S3_claude_judgments.jsonl,2.9,2.9,2.5,3.5,2.5,3.0,3.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_994,KMI_S3_claude_judgments.jsonl,2.4,2.4,2.0,3.5,2.0,2.5,2.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_738,KMI_S3_claude_judgments.jsonl,2.8,2.8,2.5,3.5,2.5,3.0,2.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_57,KMI_S3_claude_judgments.jsonl,1.9,1.9,1.5,3.0,1.5,2.0,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_297,KMI_S3_claude_judgments.jsonl,2.6,2.6,2.5,3.5,2.5,2.5,2.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_484,KMI_S3_claude_judgments.jsonl,2.6,2.6,2.5,3.5,2.5,3.0,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_190,KMI_S3_claude_judgments.jsonl,2.8,2.8,2.5,3.5,2.5,3.0,2.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_342,KMI_S3_claude_judgments.jsonl,2.3,2.3,2.0,3.5,2.0,2.5,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_710,KMI_S3_claude_judgments.jsonl,2.7,2.7,2.5,3.5,2.5,3.0,2.0
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_437,KMI_S3_claude_judgments.jsonl,2.3,2.3,2.0,3.5,2.0,2.5,1.5
20,kmi,S3,claude,claude,anthropic/claude-sonnet-4-6,kmi_260,KMI_S3_claude_judgments.jsonl,2.7,2.7,2.5,3.5,2.5,3.0,2.0
20,kmi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_225,KMI_S3_gemini_judgments.jsonl,3.1,3.1,3.0,4.5,3.0,3.0,2.0
20,kmi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_198,KMI_S3_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_295,KMI_S3_gemini_judgments.jsonl,2.6,2.6,2.5,4.5,2.0,2.5,1.5
20,kmi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_703,KMI_S3_gemini_judgments.jsonl,1.9,1.9,1.5,4.0,1.5,1.5,1.0
20,kmi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_575,KMI_S3_gemini_judgments.jsonl,2.5,2.5,2.0,4.5,2.0,2.5,1.5
20,kmi,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,kmi_224,KMI_S3_gemini_judgments.jsonl,2.6,2.6,2.5,4.5,2.0,2.5,1.5
